TAIR Accession	Locus	Gene Model	Gene Type	Description	Other Name(Type)	Keywords	Is full length cDNA
Gene:6532554023	AT4G31170	AT4G31170.10	protein_coding	Protein kinase superfamily protein;(source:Araport11)	RAF-LIKE MAPKKK 28; RAF28	 cytoplasm, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine/tyrosine kinase activity, root, root epidermal cell differentiation, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6532554627	AT1G67520	AT1G67520.2	protein_coding	lectin protein kinase family protein;(source:Araport11)		 guard cell, nucleus, plasma membrane, protein phosphorylation, protein serine/threonine kinase activity	false
Gene:6532546518	AT1G16260	AT1G16260.3	protein_coding	Wall-associated kinase family protein;(source:Araport11)		 extracellular region, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, calcium ion binding, cauline leaf, collective leaf structure, cotyledon, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, integral component of membrane, kinase activity, leaf apex, leaf lamina base, mature plant embryo stage, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, polysaccharide binding, protein phosphorylation, protein serine/threonine kinase activity, root hair cell, seed, sepal, shoot apex, shoot system, stamen, trichoblast, vascular leaf, vascular leaf senescent stage	true
Gene:6532560814	AT1G16270	AT1G16270.3	protein_coding	kinase superfamily with octicosapeptide/Phox/Bem1p domain-containing protein;(source:Araport11)		 nucleus, ATP binding, cytoplasm, cytosol, guard cell, nucleus, protein phosphorylation, protein serine/threonine/tyrosine kinase activity	false
Gene:6532561739	AT5G44290	AT5G44290.7	protein_coding	Protein kinase superfamily protein;(source:Araport11)		 nucleus, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cyclin-dependent protein serine/threonine kinase activity, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, plastid, pollen, protein kinase activity, protein phosphorylation, root, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6532559463	AT5G35980	AT5G35980.3	protein_coding	Encodes a dual specificity protein kinase which phosphorylates substract proteins on Ser/Thr and Tyr residues.  Some substrates include annexin family proteins.		 extracellular region, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, cotyledon, cultured plant cell, cytosol, extracellular region, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, plasmodesma, pollen, pollen tube cell, positive regulation of abscisic acid-activated signaling pathway, protein autophosphorylation, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein serine/threonine/tyrosine kinase activity, protein tyrosine kinase activity, response to abscisic acid, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6532547968	AT1G65800	AT1G65800.2	protein_coding	Encodes a putative receptor-like serine/threonine protein kinases that is similar to brassica self-incompatibility (S) locus. expressed in specifically in cotyledons, leaves, and sepals, in correlation with the maturation of these structures. Together with AtPUB9, it is required for auxin-mediated lateral root development under phosphate-starved conditions.The mRNA is cell-to-cell mobile.		 chloroplast, ATP binding, carbohydrate binding, cell-to-cell mobile RNA, cellular protein localization, chloroplast, cotyledon, cytosol, extracellular region, guard cell, integral component of membrane, plasma membrane, protein autophosphorylation, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, recognition of pollen, sepal, transmembrane receptor protein serine/threonine kinase activity, transmembrane receptor protein serine/threonine kinase signaling pathway, ubiquitin protein ligase binding, vascular leaf	true
Gene:6532546720	AT4G08470	AT4G08470.2	protein_coding	Encodes a member of the A1 subgroup of the MEKK (MAPK/ERK kinase kinase) family. MEKK is another name for Mitogen-Activated Protein Kinase Kinase Kinase (MAPKKK or MAP3K).  This subgroup has four members: At4g08500 (MEKK1, also known as ARAKIN, MAP3Kb1, MAPKKK8), At4g08480 (MEKK2, also known as MAP3Kb4, MAPKKK9),  At4g08470 (MEKK3, also known as MAP3Kb3, MAPKKK10) and At4g12020 (MEKK4, also known as MAP3Kb5, MAPKKK11, WRKY19).  Nomenclatures for mitogen-activated protein kinases are described in Trends in Plant Science 2002, 7(7):301.		 cytoplasm, ATP binding, L mature pollen stage, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, MAP kinase kinase kinase activity, activation of protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, nucleus, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plant sperm cell, plasma membrane, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, signal transduction by protein phosphorylation, stamen, stress-activated protein kinase signaling cascade, vascular leaf, vascular leaf senescent stage	true
Gene:6532551093	AT4G21940	AT4G21940.3	protein_coding	member of Calcium Dependent Protein Kinase		 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, abscisic acid-activated signaling pathway, calcium ion binding, calcium-dependent protein serine/threonine kinase activity, calmodulin binding, calmodulin-dependent protein kinase activity, carpel, cauline leaf, collective leaf structure, cotyledon, cytoplasm, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, intracellular signal transduction, leaf apex, leaf lamina base, membrane, nucleus, peptidyl-serine phosphorylation, petal, petal differentiation and expansion stage, petiole, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, protein autophosphorylation, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
Gene:6532558418	AT5G61550	AT5G61550.4	protein_coding	U-box domain-containing protein kinase family protein;(source:Araport11)		 chloroplast, ATP binding, chloroplast, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, protein ubiquitination, root hair cell, trichoblast, ubiquitin-protein transferase activity	true
Gene:6532546545	AT2G18890	AT2G18890.3	protein_coding	Protein kinase superfamily protein;(source:Araport11)		 ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, collective leaf structure, flower, flower pedicel, flowering stage, guard cell, hypocotyl, inflorescence meristem, leaf apex, leaf lamina base, mature plant embryo stage, mitochondrion, nucleus, petal, petal differentiation and expansion stage, petiole, phosphorylation, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, pollen tube cell, protein phosphorylation, protein serine/threonine kinase activity, root, seed, sepal, shoot apex, shoot system, stamen, transmembrane receptor protein serine/threonine kinase activity, vascular leaf, vascular leaf senescent stage	true
Gene:2019707	AT1G66980	AT1G66980.1	protein_coding	Encodes SNC4 (suppressor of npr1-1, constitutive 4), an atypical receptor-like kinase with two predicted extracellular glycerophosphoryl diester phosphodiesterase domains.	GDPDL2; GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE (GDPD) LIKE 2; SNC4; SUPPRESSOR OF NPR1-1 CONSTITUTIVE 4	 plasma membrane, ATP binding, LP.02 two leaves visible stage, LP.04 four leaves visible stage, LP.06 six leaves visible stage, LP.08 eight leaves visible stage, LP.10 ten leaves visible stage, LP.12 twelve leaves visible stage, carpel, cauline leaf, cellular defense response, chloroplast, collective leaf structure, cotyledon, defense response, flower, flower pedicel, flowering stage, glycerol metabolic process, glycerophosphodiester phosphodiesterase activity, guard cell, hypocotyl, inflorescence meristem, innate immune response, integral component of membrane, kinase activity, leaf apex, leaf lamina base, lipid metabolic process, mature plant embryo stage, mitochondrion, petal, petal differentiation and expansion stage, petiole, phosphoric diester hydrolase activity, plant embryo, plant embryo bilateral stage, plant embryo cotyledonary stage, plant embryo globular stage, plasma membrane, pollen, protein kinase activity, protein phosphorylation, protein serine/threonine kinase activity, rosette leaf, seed, sepal, shoot apex, shoot system, stamen, vascular leaf, vascular leaf senescent stage	true
